Company,TypeName,Ram,Weight,Price,TouchScreen,Ips,Ppi,Cpu_brand,HDD,SSD,Gpu_brand,Os
Lenovo,Notebook,8,2.02,11.17598592,0,0,157.3505121,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,2.2,10.65892197,0,0,141.2119981,Intel Core i7,1000,0,Nvidia,Windows
Lenovo,Notebook,8,2.2,10.10461124,0,0,100.4546699,Intel Core i3,2000,0,Nvidia,Others
Dell,Notebook,4,2.3,10.34717287,0,0,141.2119981,Intel Core i5,500,0,AMD,Windows
Dell,Notebook,8,1.9,11.20322352,0,0,141.2119981,Intel Core i5,0,256,Intel,Windows
Dell,Gaming,16,4.42,11.98617623,0,1,127.3356746,Intel Core i7,1000,128,Nvidia,Windows
Toshiba,Notebook,8,2,10.73249342,0,1,141.2119981,Intel Core i5,500,0,Intel,Windows
Asus,Notebook,8,2,11.14491104,0,1,282.4239962,Intel Core i7,1000,256,Nvidia,Windows
Mediacom,Notebook,4,1.2,9.88635767,0,1,165.6321181,Other Intel Processor,0,32,Intel,Windows
Asus,Gaming,8,2.3,11.38348535,0,1,141.2119981,Intel Core i5,1000,128,Nvidia,Windows
Dell,Notebook,8,1.93,11.19739685,0,0,141.2119981,Intel Core i7,0,256,Nvidia,Windows
Dell,Notebook,8,2.2,10.65693,0,0,141.2119981,Intel Core i5,0,256,AMD,Windows
HP,Notebook,4,1.86,9.96449738,0,0,141.2119981,Other Intel Processor,0,256,Intel,Windows
HP,Gaming,12,2.62,11.47054726,0,0,127.3356746,Intel Core i7,1000,0,Nvidia,Windows
Lenovo,Notebook,8,1.87,10.73132995,0,1,157.3505121,Intel Core i7,0,256,Nvidia,Windows
Dell,Ultrabook,8,1.2,11.219074,1,0,276.0535301,Intel Core i7,0,256,Intel,Windows
Dell,Notebook,4,1.6,10.5766145,0,0,157.3505121,Intel Core i3,0,128,Intel,Windows
HP,Ultrabook,8,1.34,11.01872094,0,1,276.0535301,Intel Core i7,0,256,Intel,Windows
Acer,Gaming,8,2.4,10.65766962,0,0,141.2119981,Intel Core i5,1000,0,Nvidia,Others
Asus,Notebook,4,2,9.830632948,0,0,100.4546699,AMD Processor,500,0,AMD,Windows
HP,Notebook,4,2.1,10.5344678,0,0,141.2119981,Intel Core i3,0,128,Intel,Windows
Lenovo,Notebook,4,1.87,10.64124474,0,0,157.3505121,Intel Core i5,500,0,Intel,Windows
Lenovo,Notebook,4,2.15,10.11188321,0,0,141.2119981,Intel Core i5,1000,0,Intel,Others
HP,Notebook,4,1.86,9.959497307,0,0,141.2119981,Intel Core i3,500,0,Intel,Windows
Lenovo,Notebook,8,1.99,11.43085951,0,1,141.2119981,Intel Core i7,0,512,Intel,Windows
Lenovo,Notebook,4,2.2,10.18816712,0,0,141.2119981,Intel Core i3,0,128,Intel,Windows
Dell,Notebook,8,1.9,10.99395387,0,0,141.2119981,Intel Core i5,0,256,Intel,Windows
Dell,Gaming,16,4.42,11.87619764,0,1,127.3356746,Intel Core i7,1000,256,Nvidia,Windows
HP,Notebook,8,2.65,10.27478597,0,0,106.1130621,Intel Core i3,1000,0,Intel,Windows
HP,Notebook,8,2.63,11.13017638,0,0,127.3356746,Intel Core i7,1000,0,Nvidia,Windows
Asus,Notebook,4,2,9.387207078,0,0,100.4546699,Other Intel Processor,500,0,Intel,Others
Mediacom,Notebook,4,1.35,9.516824571,0,1,165.6321181,Other Intel Processor,0,0,Intel,Windows
Lenovo,Notebook,6,2.8,10.83096982,0,0,106.1130621,Intel Core i7,1000,128,Nvidia,Windows
HP,Notebook,6,1.91,10.3192657,0,1,141.2119981,AMD Processor,0,128,AMD,Windows
Dell,Notebook,4,2.18,10.40188766,0,0,100.4546699,Intel Core i3,1000,0,AMD,Windows
Acer,2 in 1 Convertible,4,1.25,9.830632948,1,1,189.9057905,Other Intel Processor,0,0,Intel,Windows
Lenovo,Notebook,4,2.05,10.42128085,0,0,141.2119981,Intel Core i3,0,128,Intel,Windows
HP,Ultrabook,16,1.16,11.55880855,1,1,276.0535301,Other Intel Processor,0,512,Intel,Windows
Lenovo,Notebook,8,3.4,11.9815952,0,1,127.3356746,Intel Core i7,0,256,Nvidia,Windows
Asus,Notebook,8,2.5,10.70777173,0,0,141.2119981,Intel Core i5,1000,128,Nvidia,Windows
Dell,Ultrabook,8,1.21,11.35269474,1,1,331.2642361,Intel Core i5,0,128,Intel,Windows
Dell,Notebook,4,1.93,10.8414521,0,0,100.4546699,Intel Core i5,500,0,Intel,Windows
Fujitsu,Notebook,8,2.2,10.58085895,0,0,100.4546699,Intel Core i5,1000,0,Intel,Windows
Lenovo,Notebook,4,2.2,9.816202684,0,0,141.2119981,Other Intel Processor,500,0,Intel,Windows
Lenovo,Notebook,4,2.02,10.87326597,0,0,111.9352036,Intel Core i5,500,0,Intel,Windows
HP,Workstation,8,3.14,11.50442491,0,0,106.1130621,Intel Core i5,500,0,Nvidia,Windows
HP,Notebook,8,1.94,9.93914037,0,0,111.9352036,Other Intel Processor,2000,0,Intel,Windows
HP,Notebook,6,1.95,10.45099374,0,1,141.2119981,AMD Processor,0,256,AMD,Windows
Lenovo,Notebook,8,2.3,10.69698673,0,0,141.2119981,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,2.05,10.50497986,0,0,141.2119981,Intel Core i5,500,0,Intel,Windows
Mediacom,Notebook,4,1.4,9.493013923,0,0,157.3505121,Other Intel Processor,0,32,Intel,Windows
Toshiba,Ultrabook,16,1.24,11.50657736,1,0,157.3505121,Intel Core i7,0,512,Intel,Windows
Lenovo,Gaming,32,4.6,11.86276961,0,1,127.3356746,Intel Core i7,1000,256,Nvidia,Windows
MSI,Gaming,16,4.14,11.88725155,0,0,127.3356746,Intel Core i7,1000,512,Nvidia,Windows
Dell,Notebook,8,2.2,10.59431336,0,0,141.2119981,Intel Core i7,0,256,AMD,Others
Mediacom,Notebook,4,1.45,9.93914037,0,1,157.3505121,Other Intel Processor,0,32,Intel,Windows
Dell,Notebook,8,1.9,10.89180021,0,0,100.4546699,Intel Core i5,500,0,Intel,Windows
HP,Notebook,4,1.49,10.55342238,0,0,165.6321181,Intel Core i3,0,128,Intel,Windows
Dell,Notebook,16,1.93,11.31340248,0,0,141.2119981,Intel Core i7,0,256,Nvidia,Windows
Dell,Netbook,4,1.26,9.662536383,0,0,135.0942112,Other Intel Processor,0,0,Intel,Others
MSI,Gaming,16,4.5,11.73730601,0,0,127.3356746,Intel Core i7,1000,128,Nvidia,Windows
HP,Gaming,16,3.78,11.28744719,0,1,127.3356746,Intel Core i7,1000,256,Nvidia,Windows
Lenovo,Ultrabook,12,1.4,11.39793473,0,1,157.3505121,Intel Core i7,0,256,Intel,Windows
Lenovo,Notebook,12,2.2,10.38737929,1,0,100.4546699,Intel Core i7,1000,0,Intel,Windows
Asus,Gaming,8,2.73,11.45429585,0,1,127.3356746,Intel Core i5,1000,128,Nvidia,Windows
Asus,2 in 1 Convertible,8,2.2,10.58085895,1,0,100.4546699,Intel Core i5,1000,0,Intel,Windows
Lenovo,Notebook,12,2.2,10.83096982,0,0,141.2119981,AMD Processor,0,512,AMD,Windows
Dell,2 in 1 Convertible,4,1.39,10.37747822,1,0,135.0942112,Other Intel Processor,0,128,Intel,Windows
Samsung,Notebook,16,2.5,11.41335615,0,0,141.2119981,Intel Core i7,1000,128,Nvidia,Windows
Lenovo,Notebook,4,2.8,10.24654946,0,0,127.3356746,Intel Core i3,500,0,Intel,Others
Lenovo,Notebook,8,2.29,10.10461124,0,0,100.4546699,Intel Core i3,1000,0,Intel,Windows
Lenovo,2 in 1 Convertible,8,1.37,11.58888601,1,1,165.6321181,Intel Core i7,0,512,Intel,Windows
Lenovo,Notebook,8,1.7,11.2712961,0,1,157.3505121,Intel Core i5,0,256,Intel,Windows
Dell,2 in 1 Convertible,8,1.34,11.39613993,1,0,176.2325736,Intel Core i5,0,256,Intel,Windows
Dell,Workstation,8,2.06,11.45033321,1,0,141.2119981,Intel Core i7,0,256,Nvidia,Windows
HP,Notebook,8,1.84,11.08134716,0,0,141.2119981,Intel Core i7,0,256,Intel,Windows
HP,Notebook,4,2.1,10.4805675,0,0,100.4546699,Intel Core i3,500,0,Intel,Windows
Acer,Notebook,4,1.6,9.771618777,0,0,157.3505121,Other Intel Processor,0,0,Intel,Windows
MSI,Gaming,16,4.14,11.67131902,0,0,127.3356746,Intel Core i7,1000,128,Nvidia,Windows
Dell,Notebook,4,2.18,10.11759843,0,0,100.4546699,Intel Core i3,1000,0,AMD,Others
MSI,Gaming,16,1.8,11.71579055,0,0,282.4239962,Intel Core i7,2000,256,Nvidia,Windows
Toshiba,Notebook,8,2.2,11.219074,0,1,141.2119981,Intel Core i7,0,256,Intel,Windows
Lenovo,Notebook,6,2.4,10.31061528,0,0,141.2119981,Intel Core i5,1000,0,Intel,Windows
Lenovo,2 in 1 Convertible,8,2,11.14491104,1,1,141.2119981,Intel Core i7,0,256,Intel,Windows
Acer,Notebook,4,1.6,9.830632948,0,0,111.9352036,Other Intel Processor,0,0,Intel,Windows
Lenovo,Notebook,32,2.5,12.47234741,0,1,282.4239962,Other Intel Processor,0,1000,Nvidia,Windows
Dell,Gaming,16,2.59,10.7543573,0,0,141.2119981,Intel Core i7,1000,0,Nvidia,Windows
Dell,Notebook,4,2.18,10.07116034,0,0,100.4546699,Intel Core i3,1000,0,Intel,Others
Dell,Notebook,4,2.25,9.858883415,0,0,100.4546699,Intel Core i3,1000,0,Intel,Others
Dell,Notebook,4,1.93,10.74290415,0,0,100.4546699,Intel Core i5,500,0,Intel,Others
Asus,Gaming,8,3,11.03860919,0,0,127.3356746,Intel Core i7,1000,128,Nvidia,Windows
Dell,Notebook,4,2.18,10.31944146,0,0,141.2119981,Intel Core i5,0,128,AMD,Others
HP,Ultrabook,8,1.84,11.21190037,0,0,141.2119981,Intel Core i7,0,512,Intel,Windows
MSI,Gaming,16,2.94,11.70215296,0,0,141.2119981,Intel Core i7,1000,256,Nvidia,Windows
Acer,2 in 1 Convertible,4,1.25,9.913097231,1,1,135.0942112,Other Intel Processor,0,0,Intel,Others
HP,Notebook,8,2.31,11.00021006,0,0,111.9352036,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,8,1.65,11.26517155,0,0,157.3505121,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,4,2.2,10.62971355,0,0,141.2119981,Intel Core i5,1000,0,AMD,Windows
Fujitsu,Notebook,8,2.2,10.65892197,0,0,100.4546699,Intel Core i5,0,256,Intel,Windows
HP,Notebook,4,1.88,10.81289384,0,0,100.4546699,Intel Core i5,500,0,Intel,Windows
Lenovo,Notebook,8,2.2,10.77684406,0,0,141.2119981,Intel Core i7,1000,0,Nvidia,Windows
Mediacom,Notebook,2,1.4,9.452024578,0,0,157.3505121,Other Intel Processor,0,0,Intel,Windows
Lenovo,Notebook,4,2.2,10.12402932,0,0,141.2119981,Intel Core i5,0,128,Intel,Others
Asus,2 in 1 Convertible,6,1.5,10.43548113,1,0,165.6321181,Intel Core i5,1000,0,Intel,Windows
Dell,Notebook,8,2,11.48215281,0,0,141.2119981,Intel Core i7,0,256,Nvidia,Windows
Asus,Ultrabook,16,1.1,11.52517019,0,0,157.3505121,Intel Core i7,0,512,Intel,Windows
Dell,Gaming,16,2.62,11.27468249,0,0,141.2119981,Intel Core i7,1000,256,Nvidia,Windows
Lenovo,Notebook,4,1.8,10.69578118,0,0,141.2119981,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,2.2,10.3368635,0,0,141.2119981,Intel Core i3,1000,0,Nvidia,Windows
Asus,Notebook,8,2,9.964522443,0,0,100.4546699,Other Intel Processor,1000,0,Intel,Windows
Asus,Notebook,8,1.99,10.78528442,0,0,141.2119981,Intel Core i5,1000,0,Nvidia,Windows
Dell,Ultrabook,8,1.23,11.50871983,1,0,276.0535301,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,2,1.42,9.493013923,0,0,111.9352036,Other Intel Processor,0,0,Intel,Windows
Lenovo,2 in 1 Convertible,8,1.37,11.44716313,1,1,165.6321181,Intel Core i7,0,256,Intel,Windows
Dell,Notebook,16,2.06,11.75836829,1,0,282.4239962,Intel Core i7,0,1000,Nvidia,Windows
Lenovo,Gaming,8,2.5,10.98677501,0,1,141.2119981,Intel Core i7,1000,128,Nvidia,Windows
HP,Notebook,8,2.6,10.23111911,0,0,107.9856456,AMD Processor,1000,0,AMD,Windows
Lenovo,Ultrabook,16,1.14,11.77940433,0,1,157.3505121,Intel Core i7,0,512,Intel,Windows
Asus,Gaming,8,2.5,11.03946499,0,1,141.2119981,Intel Core i7,1000,0,Nvidia,Others
Acer,Notebook,4,2.4,10.08480861,0,0,100.4546699,Intel Core i3,500,0,Intel,Windows
Lenovo,Notebook,4,1.43,9.588689133,0,0,111.9352036,Other Intel Processor,0,0,Intel,Windows
Acer,Ultrabook,8,1.8,10.79884715,0,1,157.3505121,Intel Core i5,0,256,Intel,Windows
Razer,Gaming,16,1.95,11.83844306,0,0,157.3505121,Intel Core i7,0,256,Nvidia,Windows
Toshiba,Notebook,8,1.2,11.07641294,0,0,165.6321181,Intel Core i5,0,256,Intel,Windows
Lenovo,Ultrabook,8,1.36,11.3432696,0,1,176.2325736,Intel Core i7,0,256,Intel,Windows
Asus,Gaming,32,3.8,11.91257852,0,1,127.3356746,Intel Core i7,0,512,Nvidia,Windows
Acer,Gaming,8,2.4,10.53941655,0,0,141.2119981,Intel Core i5,1000,0,Nvidia,Others
Dell,Ultrabook,8,1.2,11.25481089,0,0,165.6321181,Intel Core i5,0,256,Intel,Windows
MSI,Gaming,8,2.2,11.05878107,0,0,141.2119981,Intel Core i7,1000,128,Nvidia,Windows
HP,Notebook,4,1.86,9.87518437,0,0,100.4546699,Intel Core i3,500,0,Intel,Others
Toshiba,Notebook,8,2,10.9453517,0,1,141.2119981,Intel Core i5,500,0,Intel,Windows
Dell,Notebook,8,2.2,10.79884715,0,0,141.2119981,Intel Core i7,0,256,AMD,Windows
Dell,Notebook,16,2.2,11.00994896,0,0,141.2119981,Intel Core i7,2000,256,AMD,Windows
Lenovo,Gaming,8,3.31,11.06229896,0,1,141.2119981,Intel Core i7,1000,128,Nvidia,Windows
Dell,Gaming,32,4.42,12.02988349,0,1,254.6713491,Intel Core i7,1000,512,Nvidia,Windows
Dell,Notebook,8,1.56,11.08951714,0,0,157.3505121,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,2.2,10.01343195,0,0,100.4546699,Other Intel Processor,500,0,Intel,Windows
Lenovo,Notebook,4,2.2,10.25782777,0,0,141.2119981,Intel Core i5,500,0,Intel,Windows
HP,Notebook,6,2.04,10.2652766,0,0,141.2119981,Intel Core i3,1000,0,AMD,Windows
MSI,Gaming,8,2.7,11.27992229,0,0,127.3356746,Intel Core i7,1000,128,Nvidia,Windows
Toshiba,Notebook,4,2.1,10.1861611,0,0,100.4546699,Intel Core i3,0,128,Intel,Windows
Dell,Notebook,8,2.06,10.83727237,0,0,141.2119981,Intel Core i5,1000,0,Intel,Windows
HP,Notebook,8,2.1,10.58894524,0,0,141.2119981,Intel Core i7,1000,0,AMD,Windows
Toshiba,Notebook,8,2,11.11283946,0,1,141.2119981,Intel Core i5,0,256,Intel,Windows
Acer,Notebook,4,2.1,9.996584376,0,0,100.4546699,Intel Core i3,0,128,Intel,Others
Microsoft,Ultrabook,8,1.252,11.50810434,1,0,200.8425599,Intel Core i7,0,256,Intel,Windows
Lenovo,Notebook,8,1.9,10.68236224,0,0,141.2119981,Intel Core i5,1000,128,AMD,Windows
Lenovo,2 in 1 Convertible,8,1.3,10.91675108,1,1,165.6321181,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,2.2,9.830632948,0,0,100.4546699,AMD Processor,0,128,AMD,Windows
HP,2 in 1 Convertible,4,1.63,10.52521177,1,1,157.3505121,Intel Core i3,0,128,Nvidia,Windows
MSI,Gaming,16,2.4,11.1410545,0,0,141.2119981,Intel Core i7,1000,256,Nvidia,Windows
Asus,Ultrabook,8,1.1,11.00994896,0,0,157.3505121,Intel Core i5,0,256,Intel,Windows
HP,2 in 1 Convertible,8,1.4,10.18011879,1,0,135.0942112,Other Intel Processor,0,0,Intel,Others
LG,Ultrabook,8,1.09,11.71579055,0,1,141.2119981,Intel Core i7,0,512,Intel,Windows
Acer,Gaming,16,2.5,11.14491104,0,0,141.2119981,Intel Core i5,0,256,Nvidia,Windows
MSI,Gaming,8,2.2,10.8812141,0,0,141.2119981,Intel Core i5,0,256,Nvidia,Windows
Asus,Notebook,4,1.86,10.01343195,0,0,100.4546699,Other Intel Processor,0,128,Intel,Windows
Dell,Gaming,16,3.21,11.60164378,0,0,141.2119981,Intel Core i5,1000,128,Nvidia,Windows
HP,Notebook,4,2.5,10.52521177,0,1,127.3356746,Intel Core i3,0,256,AMD,Windows
Lenovo,2 in 1 Convertible,8,1.19,11.28811452,1,1,165.6321181,Intel Core i7,0,512,Intel,Windows
Dell,Gaming,16,3.49,11.91783442,0,0,141.2119981,Intel Core i7,1000,256,Nvidia,Windows
HP,Notebook,4,1.86,10.39328954,0,0,100.4546699,Intel Core i5,500,0,AMD,Windows
Dell,Notebook,4,2.2,10.27757542,0,0,100.4546699,Intel Core i3,1000,0,AMD,Windows
HP,Notebook,6,2.65,10.31944146,0,1,127.3356746,AMD Processor,2000,0,AMD,Windows
Lenovo,Notebook,4,2.1,9.737612409,0,0,100.4546699,Other Intel Processor,500,0,Intel,Windows
Acer,Notebook,4,1.45,9.902487052,0,0,111.9352036,Other Intel Processor,0,0,Intel,Others
Lenovo,Notebook,4,1.7,10.52521177,0,0,157.3505121,Intel Core i5,0,256,Intel,Windows
HP,Workstation,8,3.14,11.52936664,0,0,127.3356746,Intel Core i7,500,0,Nvidia,Windows
Lenovo,2 in 1 Convertible,8,1.42,11.83497418,1,0,209.8006829,Intel Core i7,0,256,Intel,Windows
Toshiba,Notebook,8,1.5,10.85594511,0,1,165.6321181,Intel Core i5,0,256,Intel,Windows
Acer,Netbook,4,1.4,9.570272406,0,0,135.0942112,Other Intel Processor,0,0,Intel,Windows
Lenovo,2 in 1 Convertible,16,1.38,11.4423605,1,0,157.3505121,Intel Core i7,0,512,Intel,Windows
Asus,2 in 1 Convertible,4,1.2,10.48134509,1,0,176.2325736,Other Intel Processor,0,0,Intel,Others
Toshiba,Ultrabook,16,1.36,11.51299106,1,0,165.6321181,Intel Core i7,0,512,Intel,Windows
HP,Notebook,4,2.1,10.5108023,0,1,141.2119981,Intel Core i7,500,0,AMD,Windows
Dell,Gaming,8,2.56,10.68364511,0,0,141.2119981,Intel Core i5,1000,0,Nvidia,Windows
Lenovo,Notebook,4,2.2,9.964522443,0,0,141.2119981,AMD Processor,0,256,AMD,Windows
Lenovo,Notebook,8,2.2,10.03701795,0,0,100.4546699,AMD Processor,1000,0,AMD,Windows
Lenovo,Notebook,4,2.1,10.40761648,0,0,141.2119981,Intel Core i5,2000,0,Intel,Windows
Lenovo,Notebook,4,1.9,10.08480861,0,0,100.4546699,Intel Core i3,500,0,Intel,Others
Dell,Notebook,8,2.18,10.65390314,0,0,141.2119981,Intel Core i5,0,256,Intel,Windows
Acer,2 in 1 Convertible,8,1.6,10.8823158,1,1,165.6321181,Intel Core i5,0,256,Intel,Windows
Lenovo,Workstation,16,2.18,11.501201,0,0,141.2119981,Intel Core i7,0,512,Nvidia,Windows
Lenovo,Notebook,8,1.8,11.0581096,0,0,157.3505121,Intel Core i5,0,256,Intel,Windows
HP,Notebook,6,2.71,10.46021153,0,1,127.3356746,AMD Processor,2000,0,AMD,Windows
Lenovo,Gaming,8,2.5,11.10565954,0,1,141.2119981,Intel Core i7,1000,128,Nvidia,Windows
Dell,Notebook,8,1.64,10.96857615,0,0,157.3505121,Intel Core i5,0,256,Nvidia,Others
Dell,Notebook,8,1.98,10.56311104,0,0,141.2119981,Intel Core i5,1000,0,Intel,Others
Asus,Notebook,4,1.5,9.672654513,0,0,157.3505121,Other Intel Processor,0,0,Intel,Windows
Dell,Notebook,16,1.93,11.23865235,0,0,141.2119981,Intel Core i5,0,512,Intel,Windows
Lenovo,Notebook,8,1.87,10.72908062,0,1,157.3505121,Intel Core i5,0,256,Nvidia,Windows
Dell,Notebook,8,1.9,11.04798293,0,0,141.2119981,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,2.19,9.672654513,0,0,100.4546699,AMD Processor,500,0,AMD,Windows
Mediacom,Notebook,4,1.4,9.555290852,0,1,161.7253908,Other Intel Processor,32,0,Intel,Windows
HP,Notebook,8,2.63,11.06563786,0,0,127.3356746,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Ultrabook,8,1.17,11.40605469,0,1,209.8006829,Intel Core i7,0,512,Intel,Windows
HP,2 in 1 Convertible,8,1.58,10.70490709,1,1,117.8265301,Intel Core i5,0,256,Intel,Windows
Lenovo,Ultrabook,8,1.32,11.28811452,0,1,157.3505121,Intel Core i5,0,256,Intel,Windows
Dell,Gaming,32,4.36,12.1806155,0,0,254.6713491,Intel Core i7,1000,1000,Nvidia,Windows
MSI,Gaming,8,2.7,11.18229434,0,0,127.3356746,Intel Core i7,1000,128,Nvidia,Windows
Lenovo,Notebook,4,1.9,10.16976231,0,0,100.4546699,Intel Core i5,1000,0,Intel,Others
Dell,Notebook,8,2.2,10.55342238,0,0,141.2119981,Intel Core i5,1000,128,AMD,Windows
Dell,2 in 1 Convertible,4,1.71,10.45099374,1,0,165.6321181,Intel Core i3,1000,0,Intel,Windows
Dell,Notebook,8,2.32,10.35486967,0,0,100.4546699,Intel Core i5,1000,0,AMD,Others
HP,Notebook,4,2.1,10.16792352,0,0,141.2119981,AMD Processor,1000,0,AMD,Windows
Acer,Gaming,16,4.2,11.54342363,0,1,127.3356746,Intel Core i7,1000,128,Nvidia,Windows
Dell,Notebook,12,2.25,10.45099374,0,0,100.4546699,Intel Core i5,1000,0,Intel,Windows
HP,Notebook,6,2.1,10.45253339,0,0,141.2119981,AMD Processor,1000,128,AMD,Windows
Acer,Notebook,4,2.4,10.3017105,0,0,100.4546699,Intel Core i5,500,0,Intel,Windows
Lenovo,Notebook,8,1.44,10.84249431,0,1,165.6321181,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,1.85,10.63357207,0,0,141.2119981,Intel Core i7,1000,0,Intel,Windows
HP,Workstation,16,2.6,11.76667054,0,0,141.2119981,Intel Core i7,0,256,Nvidia,Windows
Dell,2 in 1 Convertible,8,1.55,10.46628456,1,0,165.6321181,Intel Core i5,1000,0,Intel,Windows
MSI,Gaming,16,1.8,11.62262162,0,0,141.2119981,Intel Core i7,1000,256,Nvidia,Windows
Acer,Notebook,4,2.4,9.993667504,0,0,100.4546699,Intel Core i3,500,0,Intel,Windows
Dell,Notebook,8,2,11.07145425,0,0,141.2119981,Intel Core i7,1000,128,Nvidia,Windows
Dell,Notebook,8,2,10.47534807,0,0,100.4546699,Intel Core i3,0,256,Intel,Windows
Toshiba,Notebook,8,1.25,11.31184669,1,1,157.3505121,Intel Core i5,0,256,Intel,Windows
Lenovo,2 in 1 Convertible,8,1.7,10.8823158,1,0,157.3505121,Intel Core i5,0,256,Intel,Windows
Lenovo,Workstation,16,2.5,12.0769357,0,1,282.4239962,Intel Core i7,0,1000,Nvidia,Windows
Acer,Notebook,2,1.68,9.774653681,0,0,111.9352036,Other Intel Processor,0,0,Intel,Others
Samsung,Ultrabook,16,0.81,11.38348535,0,0,165.6321181,Intel Core i7,0,256,Intel,Windows
HP,Notebook,8,1.86,10.2652766,0,0,141.2119981,Intel Core i3,0,256,Intel,Windows
Dell,Notebook,8,1.6,11.00261819,0,0,111.9352036,Intel Core i5,0,256,Intel,Windows
HP,Workstation,16,3,12.36241772,0,1,127.3356746,Other Intel Processor,0,256,Nvidia,Windows
Lenovo,Netbook,4,1.4,10.13887583,1,0,135.0942112,Other Intel Processor,0,128,Intel,Windows
HP,Notebook,8,1.84,11.52517019,0,0,141.2119981,Intel Core i5,0,256,Intel,Windows
Asus,Notebook,4,2.45,10.3368635,0,0,100.4546699,Intel Core i5,1000,0,Nvidia,Others
Lenovo,Ultrabook,4,1.7,10.97498349,0,0,157.3505121,Intel Core i5,0,180,Intel,Windows
Asus,Notebook,4,2.37,10.72067972,0,0,100.4546699,Intel Core i7,0,256,Intel,Windows
Lenovo,2 in 1 Convertible,8,1.3,11.06480418,1,1,276.0535301,Intel Core i5,0,256,Intel,Windows
HP,Notebook,8,2.2,10.97771698,0,1,141.2119981,Intel Core i5,1000,128,Nvidia,Windows
HP,Workstation,8,2.59,11.32864295,0,0,141.2119981,Intel Core i7,0,256,Nvidia,Windows
Dell,Gaming,16,4.42,11.93727636,0,1,282.4239962,Intel Core i7,1000,256,Nvidia,Windows
Acer,Notebook,4,2.1,10.37082262,0,0,100.4546699,Intel Core i5,0,256,Intel,Windows
Lenovo,Gaming,8,2.5,10.93019989,0,1,141.2119981,Intel Core i7,1000,128,Nvidia,Windows
Dell,Ultrabook,16,1.18,11.50335501,0,0,176.2325736,Intel Core i7,0,256,Intel,Windows
Google,Ultrabook,8,1.1,11.3273609,1,0,234.5074,Intel Core i5,0,256,Intel,Others
Asus,Ultrabook,8,1.2,11.00464859,0,1,276.0535301,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,4,1.65,10.71962021,0,0,117.8265301,Intel Core i3,500,0,Intel,Windows
Acer,Notebook,4,1.6,10.46019626,0,0,117.8265301,Intel Core i5,0,128,Intel,Windows
Asus,Notebook,4,2.8,10.12901686,0,0,90.58340172,Other Intel Processor,1000,0,Nvidia,Windows
Dell,Gaming,16,2.72,10.97771698,1,1,282.4239962,Intel Core i7,1000,128,Nvidia,Windows
Samsung,Ultrabook,8,1.31,11.35269474,1,0,165.6321181,Intel Core i7,0,256,Intel,Windows
Acer,Notebook,4,2.1,9.672654513,0,0,100.4546699,Other Intel Processor,1000,0,Intel,Others
Dell,Notebook,16,2.3,11.04990644,0,0,141.2119981,Intel Core i7,0,256,AMD,Windows
Samsung,2 in 1 Convertible,16,1.71,11.47054726,1,0,146.860478,Intel Core i7,0,256,AMD,Windows
Toshiba,Notebook,4,1.75,10.90311893,0,1,111.9352036,Intel Core i5,0,128,Intel,Windows
Dell,Gaming,8,2.62,10.97771698,0,0,141.2119981,Intel Core i7,1000,0,Nvidia,Windows
HP,Ultrabook,4,1.26,11.1016483,0,0,125.367428,Intel Core i5,0,256,Intel,Windows
Asus,2 in 1 Convertible,12,2.3,10.70777173,1,0,141.2119981,Intel Core i7,2000,0,Nvidia,Windows
Lenovo,Notebook,16,2.5,11.74620626,0,0,282.4239962,Intel Core i7,0,512,Nvidia,Windows
Acer,Notebook,4,1.8,10.43075959,0,1,157.3505121,Intel Core i3,0,128,Intel,Windows
Razer,Gaming,16,1.95,11.94768216,0,0,157.3505121,Intel Core i7,0,512,Nvidia,Windows
Asus,Notebook,8,2,10.34185964,0,0,141.2119981,Other Intel Processor,0,128,Intel,Windows
Dell,Gaming,32,4.42,12.16113419,0,1,127.3356746,Intel Core i7,1000,1000,Nvidia,Windows
Asus,Gaming,16,4.3,11.73773163,0,1,127.3356746,Intel Core i7,1000,256,Nvidia,Windows
Toshiba,Ultrabook,16,1.47,11.45090026,0,1,157.3505121,Intel Core i7,0,512,Nvidia,Windows
Lenovo,Notebook,8,2.2,9.771618777,0,0,100.4546699,Other Intel Processor,1000,0,Intel,Others
Lenovo,Ultrabook,16,1.7,11.71579055,0,0,157.3505121,Intel Core i7,0,512,Intel,Windows
MSI,Gaming,16,1.6,11.52042209,0,1,157.3505121,Intel Core i7,1000,256,Nvidia,Windows
MSI,Gaming,8,2.2,10.96857615,0,0,141.2119981,Intel Core i5,1000,128,Nvidia,Windows
